,0
0,223.9066159090909
1,223.75437954545455
2,223.7677590909091
3,223.76192272727272
4,223.7330568181818
5,223.76913636363636
6,223.76227727272726
7,223.85895909090908
8,223.74917272727274
9,223.6793340909091
10,223.65757727272728
11,223.37142727272726
12,223.172
13,223.13342272727272
14,223.08846136363636
15,222.8841840909091
16,222.8095090909091
17,222.64684772727273
18,222.35781818181817
19,222.30436818181818
20,221.86322954545454
21,221.52320227272727
22,221.10092272727272
23,220.88726363636363
24,220.7906181818182
25,220.63496136363636
26,220.61204772727274
27,220.57210681818182
28,220.39682272727273
29,220.2262568181818
30,220.16567045454545
31,220.15480909090908
32,219.99792272727274
33,220.05472954545453
34,220.2544340909091
35,220.335725
36,220.25951818181818
37,220.36210227272727
38,220.5058159090909
39,220.5614840909091
40,220.60864545454547
41,220.55181590909092
42,220.69796136363635
43,220.50148636363636
44,220.59142272727271
45,220.62893636363637
46,220.56613863636363
47,220.62592954545454
48,220.85750227272726
49,220.94396818181818
50,220.86675454545454
51,220.92518409090908
52,221.00424772727274
53,221.01102272727272
54,221.00527272727274
55,221.0597068181818
56,221.1337159090909
57,221.1905090909091
58,221.24259090909092
59,221.1896818181818
60,221.4157909090909
61,221.37528636363638
62,221.45546363636365
63,221.36150227272728
64,221.32845227272728
65,221.2242590909091
66,221.32158636363636
67,221.29877045454546
68,221.32474318181818
69,221.43196818181818
70,221.56805681818182
71,221.56533636363636
72,221.43876136363636
73,221.42420227272729
74,221.49075454545454
75,221.5575568181818
76,221.556225
77,221.56416590909092
78,221.6905181818182
79,221.86370227272727
80,221.90904090909092
81,221.95973409090908
82,222.0690909090909
83,221.9981590909091
84,222.1872181818182
85,221.98142272727273
86,222.11559318181818
87,222.01414545454546
88,221.99268863636362
89,221.87784772727272
90,221.76221136363637
91,221.75632727272728
92,221.58675909090908
93,221.50523636363636
94,221.19890227272728
95,220.9503
96,220.87739318181818
97,220.69586818181818
98,220.4322068181818
99,220.38539545454546
100,220.16695681818183
101,220.15091136363637
102,219.9299159090909
103,219.7228659090909
104,219.77216590909092
105,219.60061136363638
106,219.46973863636364
107,219.31190681818182
108,219.17134545454545
109,218.92460454545454
110,218.7997090909091
111,218.82385227272727
112,218.54534772727274
113,218.51567045454544
114,218.49582727272727
115,218.40600681818182
116,218.00350227272727
117,218.06331136363636
118,218.25578181818182
119,218.2399840909091
120,218.13152272727274
121,218.10782954545454
122,218.21188409090908
123,218.40899772727272
124,218.42303863636363
125,218.58052045454545
126,218.57321590909092
127,218.8217159090909
128,218.96731136363636
129,218.59480454545454
130,218.62466818181818
131,218.68135
132,218.92075454545454
133,218.74562727272726
134,218.55925
135,218.78802954545455
136,218.91456363636362
137,218.78838181818182
138,218.57028636363637
139,218.7952
140,219.10050454545456
141,218.90976136363636
142,218.85510909090908
143,219.16759545454545
144,219.34540681818183
145,219.07845
146,219.03844090909092
147,219.235275
148,219.36812954545454
149,219.5068522727273
150,219.36447954545454
151,219.34615
152,219.30516363636363
153,219.20149545454547
154,219.25163409090908
155,219.3111340909091
156,219.33432272727273
157,219.5674
158,219.68485
159,219.67260454545453
160,219.8104590909091
161,220.06162045454545
162,220.050475
163,220.07995454545454
164,220.24195681818182
165,220.3276
166,220.3145340909091
167,220.31623181818182
168,220.59285227272727
169,220.54562272727273
170,220.60837272727272
171,220.714575
172,220.53840454545454
173,220.25874772727272
174,220.1250090909091
175,220.18118636363636
176,220.00274545454545
177,219.922425
178,219.899175
179,219.73484545454545
180,219.34801136363637
181,219.23753863636364
182,219.20744545454545
183,219.05668636363637
184,218.84517045454547
185,218.55537045454545
186,218.38397954545454
187,218.40735454545455
188,218.33604318181818
189,217.9474590909091
190,217.92952954545456
191,218.128825
192,217.67134772727272
193,217.53415454545456
